City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,razole,16.4833,81.8333,33.14,40,46,1.94,IN,1707371814
359,axim,4.8699,-2.2405,24.69,86,6,0.17,GH,1707371815
360,nuuk,64.1835,-51.7216,-9.95,83,100,5.89,GL,1707371815
361,khovd,48.0056,91.6419,-15.96,81,24,2.19,MN,1707371698
362,hawera,-39.5917,174.2833,19.91,73,88,5.39,NZ,1707371815
363,callao,-12.0667,-77.15,27.07,73,0,6.17,PE,1707371816
364,north bend,43.4065,-124.2243,7.18,100,100,2.06,US,1707371816
365,la passe,45.5549,-0.8967,11.13,87,100,5.16,FR,1707371677
366,kavaratti,10.5669,72.642,28.11,73,91,3.16,IN,1707371816
367,el nido,11.1858,119.3956,28.08,71,36,4.8,PH,1707371817
368,desaguadero,-16.5656,-69.0417,7.9,74,99,1.35,PE,1707371817
369,camargo,27.6667,-105.1667,10.7,57,0,3.55,MX,1707371817
370,qamdo,31.1667,97.2333,-2.89,37,100,1.03,CN,1707371638
371,labytnangi,66.6572,66.4183,-4.96,93,100,7.2,RU,1707371818
372,huadian,42.9633,126.7478,-8.15,79,29,0.44,CN,1707371818
373,pimentel,-6.8367,-79.9342,25.16,88,0,6.69,PE,1707371818
374,saida,34.8303,0.1517,1.88,39,22,4.36,DZ,1707371819
375,port shepstone,-30.7414,30.455,23.41,73,93,3.66,ZA,1707371819
376,infantes,38.7367,-3.0122,6.68,97,91,4.21,ES,1707371819
377,shetpe,44.1667,52.1167,8.96,63,73,7.53,KZ,1707371820
378,kalmunai,7.4167,81.8167,27.93,65,66,4.2,LK,1707371820
379,port moresby,-9.4431,147.1797,28.68,74,20,5.14,PG,1707371820
380,sao lourenco do sul,-31.3653,-51.9783,20.96,92,61,2.77,BR,1707371648
381,mont-laurier,46.5501,-75.4993,-1.21,96,94,0.7,CA,1707371821
382,nagqu,31.5,92.0,-3.82,11,0,11.26,CN,1707371638
383,hanceville,34.0607,-86.7675,11.95,75,100,2.64,US,1707371821
384,ndioum,16.5129,-14.6471,23.53,10,0,4.3,SN,1707371821
385,veraval,20.9,70.3667,27.02,40,58,5.26,IN,1707371650
386,camilla,31.2313,-84.2105,8.5,63,80,3.0,US,1707371822
387,galesong,-5.3166,119.3661,29.01,72,82,3.61,ID,1707371823
388,aras-asan,8.8908,126.3033,26.11,84,100,1.83,PH,1707371823
389,pauini,-7.7136,-66.9764,23.09,99,100,0.48,BR,1707371632
390,kapa'a,22.0752,-159.319,23.18,76,20,8.23,US,1707371648
391,vanimo,-2.6741,141.3028,29.27,73,81,5.69,PG,1707371824
392,alaghsas,17.0187,8.0168,12.94,26,0,4.12,NE,1707371824
393,gaigeturi,33.4644,126.3183,6.03,61,75,2.57,KR,1707371824
394,zhanibek,49.4167,46.85,3.61,92,98,9.95,KZ,1707371825
395,caleta de carquin,-11.0925,-77.6267,24.19,85,43,3.09,PE,1707371825
396,mizdah,31.4451,12.9801,8.47,49,0,3.13,LY,1707371825
397,weno,7.4515,151.8468,28.97,74,75,5.14,FM,1707371826
398,sokolow podlaski,52.4068,22.2531,-0.87,85,100,2.93,PL,1707371826
399,castillos,-34.1667,-53.8333,20.36,92,39,3.13,UY,1707371826
400,itapirapua,-15.8233,-50.6133,22.67,88,99,1.26,BR,1707371827
401,antigonish,45.6169,-61.9986,-2.32,95,89,2.38,CA,1707371699
402,ipatovo,45.7181,42.9036,11.43,50,18,9.25,RU,1707371733
403,diego de almagro,-26.3667,-70.05,19.67,56,32,0.9,CL,1707371827
404,tayaman,13.2295,120.5726,29.56,62,46,4.29,PH,1707371828
405,howard springs,-12.497,131.047,32.12,69,83,1.55,AU,1707371643
406,puerto baquerizo moreno,-0.9,-89.6,25.56,80,74,4.72,EC,1707371828
407,traverse city,44.7631,-85.6206,6.11,76,0,1.54,US,1707371829
408,polyarnyy,69.1989,33.4478,-23.28,100,89,3.6,RU,1707371829
409,mulayjah,27.271,48.4242,16.09,35,0,3.6,SA,1707371829
410,tofol,5.3248,163.0078,28.01,80,77,8.66,FM,1707371685
411,lamesa,32.7376,-101.951,12.1,29,48,9.32,US,1707371669
412,puerto lempira,15.2667,-83.7667,23.34,71,93,5.32,HN,1707371830
413,huntsville,34.7304,-86.5861,12.14,56,0,4.02,US,1707371582
414,nsanje,-16.92,35.262,29.83,66,100,0.68,MW,1707371831
415,turabah,21.2141,41.6331,13.47,57,73,7.61,SA,1707371832
416,mugia,43.1041,-9.2179,13.84,89,100,19.27,ES,1707371832
417,burang,30.25,81.1667,-5.55,34,10,3.76,CN,1707371832
418,wolmaransstad,-27.1974,25.9831,23.66,26,100,2.58,ZA,1707371833
419,iguape,-24.7081,-47.5553,22.83,95,73,1.14,BR,1707371833
420,krasnozerskoye,53.9828,79.2374,-5.55,87,23,5.92,RU,1707371834
421,birjand,32.8663,59.2211,9.26,17,0,7.2,IR,1707371834
422,ouarzazat,30.9189,-6.8934,7.16,31,0,1.03,MA,1707371834
423,kimbe,-5.5502,150.1429,24.63,95,100,2.78,PG,1707371835
424,nieuw amsterdam,5.8833,-55.0833,25.09,83,4,3.22,SR,1707371835
425,harstad,68.799,16.5293,-4.36,91,57,10.28,NO,1707371835
426,razvad,44.9333,25.5333,5.71,99,48,2.09,RO,1707371836
427,cannonvale,-20.2833,148.7,24.66,68,46,8.37,AU,1707371836
428,shagonar,51.5333,92.8,-22.16,89,93,0.95,RU,1707371836
429,fort bragg,35.139,-79.006,2.86,82,0,0.0,US,1707371836
430,nouadhibou,20.931,-17.0347,17.99,59,44,4.12,MR,1707371837
431,luanda,-8.8368,13.2343,26.0,89,75,1.54,AO,1707371593
432,el jadid,33.2549,-8.506,14.04,52,54,5.39,MA,1707371837
433,san andres,12.5847,-81.7006,26.01,73,40,7.2,CO,1707371838
434,lakhipur,26.0299,90.3041,22.19,28,0,1.75,IN,1707371838
435,bohinjska bistrica,46.2722,13.9535,6.88,95,100,1.68,SI,1707371838
436,ploneour-lanvern,47.9,-4.2833,13.18,94,100,9.26,FR,1707371839
437,kutulik,53.3508,102.7839,-10.25,89,89,2.41,RU,1707371839
438,laguna,38.421,-121.4238,8.05,91,100,2.06,US,1707371839
439,mo i rana,66.3128,14.1428,-9.74,92,75,1.03,NO,1707371839
440,tidjikja,18.5564,-11.4271,18.94,13,0,6.11,MR,1707371840
441,mogocha,53.7333,119.7667,-8.79,68,23,0.79,RU,1707371840
442,hovd,48.0056,91.6419,-15.96,81,24,2.19,MN,1707371841
443,prado,-17.3411,-39.2208,25.25,87,100,1.66,BR,1707371841
444,alofi,-19.0595,-169.9187,27.66,81,9,5.38,NU,1707371841
445,rezh,57.37,61.4043,-8.9,94,93,1.31,RU,1707371841
446,trinidad,-14.8333,-64.9,23.03,96,13,1.7,BO,1707371842
447,conde,-7.2597,-34.9075,27.7,83,40,2.06,BR,1707371842
448,nabire,-3.3667,135.4833,29.83,65,99,1.42,ID,1707371646
449,del rio,29.3627,-100.8968,17.06,70,0,5.36,US,1707371742
450,barra de santo antonio,-9.4047,-35.5072,25.6,83,77,3.94,BR,1707371669
451,kindu,-2.95,25.95,23.28,90,11,1.3,CD,1707371844
452,holualoa,19.6228,-155.9522,22.91,80,75,2.06,US,1707371844
453,sultanah,24.4926,39.5857,16.25,31,0,3.09,SA,1707371845
454,ad dilam,23.9915,47.1627,14.23,23,33,1.57,SA,1707371676
455,carnarvon,-24.8667,113.6333,31.59,49,0,6.85,AU,1707371845
456,nova vicosa,-17.8919,-39.3719,25.31,86,100,1.65,BR,1707371846
457,mata-utu,-13.2816,-176.1745,28.78,82,97,9.31,WF,1707371846
458,egilsstadir,65.2653,-14.3948,-5.05,68,75,2.06,IS,1707371846
459,tejen,37.3834,60.5054,13.7,40,83,1.41,TM,1707371846
460,san juan de miraflores,-12.1629,-76.9635,26.21,73,17,3.02,PE,1707371847
461,masjed soleyman,31.9364,49.3039,14.65,39,0,0.62,IR,1707371847
462,hoemul-li,41.4339,129.67,0.56,57,0,2.14,KP,1707371847
463,kudahuvadhoo,2.6708,72.8944,27.75,71,97,7.35,MV,1707371848
464,saint-francois,46.4154,3.9054,9.8,94,100,3.09,FR,1707371848
465,yafran,32.0633,12.5286,8.53,47,0,2.38,LY,1707371848
466,nuku'alofa,-21.1333,-175.2,30.19,79,20,4.12,TO,1707371849
467,diamond bar,34.0286,-117.8103,10.87,93,100,3.6,US,1707371849
468,patacamaya,-17.2333,-67.9167,8.61,82,98,2.44,BO,1707371666
469,oranjemund,-28.55,16.4333,18.61,76,12,3.44,NA,1707371850
470,pavilosta,56.8879,21.1859,-0.05,90,100,2.69,LV,1707371850
471,la dorada,5.4478,-74.6631,24.02,94,100,1.02,CO,1707371850
472,rabigh,22.7986,39.0349,24.46,42,35,3.83,SA,1707371851
473,gurgentepe,40.7883,37.6017,3.9,67,97,5.39,TR,1707371851
474,hami,42.8,93.45,0.22,51,4,1.04,CN,1707371851
475,jinshi,29.6049,111.8701,4.64,77,56,1.69,CN,1707371852
476,visby,57.6409,18.296,-4.54,86,75,0.0,SE,1707371852
477,tobruk,32.0836,23.9764,14.17,67,100,5.68,LY,1707371687
478,cabo san lucas,22.8909,-109.9124,20.98,65,91,3.09,MX,1707371428
479,ancud,-41.8697,-73.8203,9.6,87,87,2.78,CL,1707371853
480,mejit,10.2753,170.8646,26.71,82,80,8.19,MH,1707371853
481,uliastay,47.7417,96.8444,-11.16,66,1,0.52,MN,1707371854
482,ocean shores,46.9737,-124.1563,7.75,90,100,0.0,US,1707371854
483,puerto colombia,10.9878,-74.9547,25.05,78,60,6.33,CO,1707371854
484,bari,41.1177,16.8512,10.7,84,0,3.09,IT,1707371855
485,taoudenni,22.6783,-3.9836,15.49,20,29,3.59,ML,1707371653
486,bardai,11.65,7.2333,14.17,22,6,5.13,NG,1707371855
487,dompu,-8.5356,118.4622,32.93,55,36,2.16,ID,1707371856
488,taganrog,47.2362,38.8969,5.59,91,92,6.52,RU,1707371856
489,cill airne,52.05,-9.5167,7.19,97,100,3.36,IE,1707371857
490,contamana,-7.3333,-75.0167,23.16,95,94,0.27,PE,1707371857
491,flying fish cove,-10.4217,105.6791,28.82,74,40,3.09,CX,1707371673
492,fontanelas,38.8472,-9.4372,16.44,91,100,11.57,PT,1707371857
493,omaruru,-21.4333,15.9333,22.66,52,98,2.16,NA,1707371858
494,pitimbu,-7.4706,-34.8086,28.33,83,85,3.48,BR,1707371858
495,magadan,59.5667,150.8,-20.95,86,12,1.99,RU,1707371858
496,sao jose da coroa grande,-8.8978,-35.1478,26.24,81,95,3.34,BR,1707371859
497,naivasha,-0.7167,36.4359,20.61,62,28,1.06,KE,1707371859
498,toba,34.4833,136.85,9.0,55,40,3.13,JP,1707371859
499,lloydminster,53.2835,-110.0016,-5.88,86,100,2.57,CA,1707371860
500,saint-joseph,-21.3667,55.6167,28.21,82,73,5.06,RE,1707371682
501,taguatinga,-12.3857,-46.5711,22.92,89,93,0.79,BR,1707371685
502,fada,9.5667,8.3,16.9,29,9,2.76,NG,1707371860
503,varzea da palma,-17.5981,-44.7308,21.06,98,100,1.19,BR,1707371861
504,vryheid,-27.7695,30.7917,20.03,81,98,2.28,ZA,1707371861
505,hasaki,35.7333,140.8333,12.38,67,100,3.98,JP,1707371650
506,priozersk,61.0393,30.1291,-12.17,58,100,3.39,RU,1707371646
507,kampong speu,11.5,104.3333,36.25,36,30,2.78,KH,1707371862
508,karis,60.0718,23.6616,-12.43,72,46,2.21,FI,1707371862
509,tarawa,1.419,172.984,29.04,81,89,7.19,KI,1707371863
510,tongchuanshi,35.0806,109.0897,3.8,49,13,1.98,CN,1707371863
511,orchard homes,46.8633,-114.0484,0.89,96,100,0.0,US,1707371863
512,bubaque,11.2833,-15.8333,25.93,68,100,4.14,GW,1707371662
513,posadas,-27.3671,-55.8961,27.99,65,0,1.03,AR,1707371864
514,chornukhyne,48.3278,38.5019,5.39,80,100,6.75,UA,1707371864
515,alice springs,-23.7,133.8833,34.56,14,11,7.72,AU,1707371709
516,den helder,52.9599,4.7593,1.99,88,100,1.54,NL,1707371825
517,kidal,18.4411,1.4078,14.82,17,21,4.25,ML,1707371865
518,chernyshevsk,52.5243,117.0174,-14.18,88,54,1.45,RU,1707371865
519,andirin,37.5776,36.3549,6.93,89,91,1.04,TR,1707371865
520,punta del este,-34.9667,-54.95,25.06,89,0,3.09,UY,1707371865
521,tieli,46.95,128.05,-9.19,87,100,2.33,CN,1707371866
522,ghatampur,26.1667,80.1667,19.26,29,51,7.2,IN,1707371866
523,malango,-2.9627,119.9001,27.26,69,100,0.58,ID,1707371866
524,shemgang,27.2169,90.6579,5.95,85,84,2.05,BT,1707371866
525,ngaoundere,7.3167,13.5833,16.8,27,13,1.88,CM,1707371867
526,marsa alam,25.0757,34.8918,19.77,59,0,6.29,EG,1707371867
527,sandnessjoen,66.0217,12.6316,-2.94,93,75,7.71,NO,1707371867
528,jiaozuo,35.2397,113.2331,7.32,44,3,3.56,CN,1707371868
529,paraguacu paulista,-22.4128,-50.5758,20.3,95,87,2.58,BR,1707371868
530,bandar lampung,-5.4254,105.258,29.58,70,74,1.49,ID,1707371868
531,saint-denis,48.9167,2.3333,13.09,96,100,6.69,FR,1707371868
532,ha'il,27.5219,41.6907,5.01,48,0,2.06,SA,1707371869
533,san patricio,28.017,-97.5169,20.47,80,96,9.25,US,1707371666
534,gazli,40.1333,63.45,10.92,45,100,2.71,UZ,1707371869
535,puerto la cruz,10.2167,-64.6167,25.01,90,51,0.81,VE,1707371869
536,piracuruca,-3.9281,-41.7092,25.22,77,46,1.66,BR,1707371870
537,richards bay,-28.783,32.0377,25.32,74,78,3.98,ZA,1707371655
538,coro,11.4045,-69.6734,24.52,84,99,1.34,VE,1707371870
539,selfoss,63.9331,-20.9971,-12.2,81,3,5.15,IS,1707371870
540,dazhong,33.1997,120.4578,5.7,45,98,3.09,CN,1707371871
541,brezova pod bradlom,48.6635,17.539,6.22,86,100,5.17,SK,1707371871
542,ocean city,39.2776,-74.5746,2.21,87,2,1.34,US,1707371871
543,greymouth,-42.4667,171.2,16.19,68,72,5.34,NZ,1707371871
544,inongo,-1.95,18.2667,24.07,84,99,2.18,CD,1707371872
545,napier,-39.4833,176.9167,22.93,84,19,1.79,NZ,1707371872
546,khandyga,62.6667,135.6,-34.4,96,69,0.15,RU,1707371644
547,kiama,-34.6833,150.8667,22.78,54,86,4.38,AU,1707371872
548,topolovgrad,42.0833,26.3333,8.69,92,100,1.49,BG,1707371873
549,forio,40.7342,13.8646,13.57,82,7,1.79,IT,1707371873
550,gizo,-8.103,156.8419,28.54,80,100,7.42,SB,1707371874
551,pervomaysk,48.0443,30.8507,5.74,79,100,3.3,UA,1707371874
552,saint-philippe,-21.3585,55.7679,28.77,87,83,6.24,RE,1707371665
553,zheshart,62.0731,49.5733,-5.54,95,100,4.31,RU,1707371874
554,sierre,46.2919,7.5356,10.43,95,20,2.06,CH,1707371875
555,pathalgaon,22.5667,83.4667,24.62,25,11,3.58,IN,1707371875
556,milford,41.2223,-73.0565,2.23,81,0,0.89,US,1707371875
557,rio gallegos,-51.6226,-69.2181,9.03,71,0,9.26,AR,1707371876
558,kabansk,52.0486,106.6528,-8.47,70,59,0.78,RU,1707371876
559,al marj,32.488,20.8317,10.08,60,21,4.39,LY,1707371876
560,port blair,11.6667,92.75,31.02,42,20,3.6,IN,1707371877
561,lengshuitan,26.4111,111.5956,2.76,90,92,2.21,CN,1707371877
562,phatthalung,7.5,100.0833,31.34,55,0,3.51,TH,1707371877
